basinid,qstationid,centrx,centry,elev_m,avgelev_m,area_km2,length_m,skyview,basin_id,type
783,0783,689251.1406,5101646.395,486.4429932,674.5594879,4.9204,951.1269837,0.89134712,783,TA;TP
1319,1319,703389.6531,5095960.703,1216.880981,1159.671767,7.922,1090.538239,0.873864049,1319,TA;TP
1439,1439,678354.7517,5097081.719,441.9119873,470.0289909,4.553232425,1937.401154,0.933923162,1439,TA;TP
